Actors,Comment,CountryOrRegion,Direction,Last,MovieTypes,OriginalTitle,Rank,Score,ScreenWriter,Title,Url,Votes,Year
丹尼尔·雷德克里夫 艾玛·沃森 鲁伯特·格林特 海伦娜·伯翰·卡特 拉尔夫·费因斯 艾伦·瑞克曼 玛吉·史密斯 汤姆·费尔顿 邦妮·怀特 朱丽·沃特斯 迈克尔·刚本 伊文娜·林奇 多姆纳尔·格里森 克蕾曼丝·波西 詹森·艾萨克 海伦·麦克洛瑞 马修·刘易斯 梁佩诗,10年的完美句点。,美国   英国,大卫·叶茨,130,剧情 悬疑 奇幻 冒险,Harry Potter and the Deathly Hallows: Part 2,152,8.6,斯蒂芬·科洛弗 J·K·罗琳,哈利·波特与死亡圣器(下),https://movie.douban.com/subject/3011235/,263988,2011
柳承龙 朴信惠 郑镇荣 金正泰 吴达洙 朴元尚 郑满植 葛素媛,《我是山姆》的《美丽人生》。,,李焕庆,127,剧情 喜剧 家庭,7번방의 선물,151,8.7,李焕庆 刘英雅,7号房的礼物,https://movie.douban.com/subject/10777687/,166012,2013
让-马克·巴尔 让·雷诺 罗姗娜·阿奎特 保罗·希纳尔 赛尔乔·卡斯特利托 让·布伊兹 马克·迪莱特 格里芬·邓恩 Andréas Voutsinas 瓦伦提娜·瓦格斯 Kimberly Beck,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。,法国   美国   意大利,吕克·贝松,132,剧情 爱情,Le grand bleu,175,8.7,吕克·贝松 Robert Garland Marilyn Goldin 雅克·梅欧 Marc Perrier,碧海蓝天,https://movie.douban.com/subject/1300960/,105655,1988
多布杰 张正阳 亓亮 赵雪莹 马占林 赵一穗,坚硬的信仰。,中国大陆   香港,陆川,85,剧情 犯罪,,174,8.6,陆川,可可西里,https://movie.douban.com/subject/1308857/,124237,2004
艾伦·伯斯汀 杰瑞德·莱托 詹妮弗·康纳利 马龙·韦恩斯 克里斯托弗·麦克唐纳 露易丝·拉塞尔 玛西娅·让·库尔茨 夏洛特·阿罗诺夫斯基 马克·马戈利斯 Janet Sarno 苏珊妮·谢泼德,一场没有春天的噩梦。,美国,达伦·阿伦诺夫斯基,102,剧情,Requiem for a Dream,173,8.7,达伦·阿伦诺夫斯基 小胡伯特·塞尔比,梦之安魂曲,https://movie.douban.com/subject/1292270/,108009,2000
克里斯蒂安·贝尔 汤姆·哈迪 安妮·海瑟薇 约瑟夫·高登-莱维特 玛丽昂·歌迪亚 加里·奥德曼 迈克尔·凯恩 摩根·弗里曼 朱诺·坦普尔 乔什·平茨 丹尼尔·逊亚塔 内斯特·卡博内尔 伯恩·戈曼 连姆·尼森 乔伊·金 艾丹·吉伦 基里安·墨菲 乔什·斯图沃特 马修·莫迪恩 本·门德尔森,诺兰就是保证。,,克里斯托弗·诺兰,165,剧情 动作 科幻 惊悚 犯罪,The Dark Knight Rises,172,8.5,大卫·S·高耶 乔纳森·诺兰 克里斯托弗·诺兰,蝙蝠侠：黑暗骑士崛起,https://movie.douban.com/subject/3395373/,283799,2012
尼古拉斯·凯奇 布丽姬·穆娜 杰瑞德·莱托 伊安·霍姆 伊桑·霍克 叶夫盖尼·拉扎列夫 伊默恩·沃克 塔尼特·菲尼克斯,做一颗让别人需要你的棋子。,美国   法国,安德鲁·尼科尔,122,剧情 犯罪,Lord of War,171,8.5,安德鲁·尼科尔,战争之王,https://movie.douban.com/subject/1419936/,168916,2005
斯科特·安第斯 瑞恩·波特 丹尼尔·海尼 T·J·米勒 杰米·钟 小达蒙·韦恩斯 珍尼希斯·罗德里格兹 詹姆斯·克伦威尔 艾伦·图代克 玛娅·鲁道夫 亚布拉哈姆·本鲁比 凯蒂·洛斯 比利·布什 丹尼尔·吉尔森 保罗·布里格斯,Balalala~~~,,唐·霍尔 克里斯·威廉姆斯,102,喜剧 动作 科幻 动画 冒险,Big Hero 6,170,8.6,乔丹·罗伯茨 丹尼尔·吉尔森 罗伯特·L·贝尔德,超能陆战队,https://movie.douban.com/subject/11026735/,351747,2014
周星驰 巩俐 陈百祥 郑佩佩 朱咪咪 梁家仁 苑琼丹 梁荣忠 黄一山 黄霑 吴镇宇 刘家辉 蓝洁瑛 谷德昭 陈辉虹 李健仁 宣萱 温翠萍,华太师是黄霑，吴镇宇四大才子之一。,香港,李力持,102,喜剧 爱情 古装,唐伯虎點秋香,169,8.4,李力持 谷德昭 陈文强,唐伯虎点秋香,https://movie.douban.com/subject/1306249/,306579,1993
桥本爱 三浦贵大 松冈茉优 温水洋一 桐岛加恋,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,日本,森淳一,120,剧情,冬春篇 リトル・フォレスト 冬・春,168,8.9,森淳一,小森林,https://movie.douban.com/subject/25814707/,104825,2015
霍卫民 王笑天 罗芸 杨瑜珍 孙黎 邵胜杰 曹西安 贾致钢 朱自清 王梓尘 赵梓彤 贾世忠 袁满 陈梅生 张景素 平坦 金子 张建军,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,中国大陆,忻钰坤,110,剧情 悬疑 犯罪,,167,8.6,忻钰坤 冯元良 鲁妮凡,心迷宫,https://movie.douban.com/subject/25917973/,150994,2014
多姆纳尔·格里森 瑞秋·麦克亚当斯 比尔·奈伊 莉迪亚·威尔逊 汤姆·霍兰德 琳赛·邓肯 玛格特·罗比 凡妮莎·柯比 李·阿斯奎斯-柯 凯瑟琳·斯戴曼,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,,理查德·柯蒂斯,123,剧情 爱情 奇幻,About Time,166,8.6,理查德·柯蒂斯,时空恋旅人,https://movie.douban.com/subject/10577869/,188126,2013
山本圭 井川比佐志 片桐入 仲代达矢 春川真澄 八千草薰 石野真子 殿山泰司 加藤嘉 石仓三郎 泉谷茂 柳叶敏郎,养狗三日，便会对你终其一生。,日本,神山征二郎,107,剧情,ハチ公物語,200,9.0,新藤兼人,忠犬八公物语,https://movie.douban.com/subject/1959195/,53891,1987
阿诺·施瓦辛格 琳达·汉密尔顿 爱德华·福隆 罗伯特·帕特里克 阿尔·伯恩 乔·莫顿 埃帕莎·默克森 卡斯图罗·格雷拉 丹尼·库克塞 詹妮特·戈德斯坦恩 山德·贝克利 莱思莉·汉密尔顿·格伦,少见的超越首部的续集，动作片中的经典。,美国   法国,詹姆斯·卡梅隆,137,动作 科幻,Terminator 2: Judgment Day,199,8.5,詹姆斯·卡梅隆 小威廉·威谢尔,终结者2：审判日,https://movie.douban.com/subject/1291844/,135105,1991
张曼玉 王祖贤 赵文卓 吴兴国 马精武 田丰 刘洵,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,香港,徐克,99,剧情 奇幻 古装,,198,8.4,李碧华 徐克,青蛇,https://movie.douban.com/subject/1303394/,209779,1993
亨弗莱·鲍嘉 英格丽·褒曼 保罗·亨雷德 克劳德·雷恩斯 康拉德·韦特 西德尼·格林斯垂特 彼得·洛 杜利·威尔逊,与同名歌曲无关。,美国,迈克尔·柯蒂斯,102,剧情 爱情 战争,Casablanca,197,8.6,朱利叶斯·J·爱泼斯坦 菲利普·G·爱泼斯坦 霍华德·科克 凯西·罗宾逊,卡萨布兰卡,https://movie.douban.com/subject/1296753/,119701,1942
埃米尔·赫施 马西娅·盖伊·哈登 威廉·赫特 吉娜·马隆 布莱恩·H.德里克 凯瑟琳·基纳 文斯·沃恩 克里斯汀·斯图尔特 哈尔·霍尔布鲁克 扎克·加利凡纳基斯,出门必备：本草纲目。,美国,西恩·潘,148,剧情 传记 冒险,Into the Wild,196,8.6,西恩·潘 乔恩·克拉考尔,荒野生存,https://movie.douban.com/subject/1905462/,122296,2007
吉娜·戴维斯 苏珊·萨兰登 哈威·凯特尔 迈克尔·马德森 布拉德·皮特,没有了退路，只好飞向自由。,美国   法国,雷德利·斯科特,130,剧情 惊悚 犯罪,Thelma & Louise,195,8.7,卡莉·克里,末路狂花,https://movie.douban.com/subject/1291992/,99841,1991
肖恩·康纳利 尼古拉斯·凯奇 艾德·哈里斯 约翰·斯宾塞 大卫·摩斯 威廉·弗西斯 迈克尔·比恩 瓦内萨·马赛尔 约翰·C·麦金雷 托尼·托德 博基姆·伍德拜因 格雷格·科林斯 布伦丹·凯利 史蒂夫·哈里斯 吉姆·卡维泽,类型片的极致。 ,美国,迈克尔·贝,136,动作 冒险,The Rock,194,8.5,大卫·韦斯伯格 道格拉斯·库克,勇闯夺命岛,https://movie.douban.com/subject/1292728/,136952,1996
雅克·贝汉,最美的飞翔。,法国   德国   意大利   西班牙   瑞士,雅克·贝汉  雅克·克鲁奥德 米歇尔·德巴,98,纪录片,Le peuple migrateur,193,9.1,Francis Roux 雅克·贝汉 Stéphane Durand Jean Dorst Guy Jarry,迁徙的鸟,https://movie.douban.com/subject/1292281/,50493,2001
笠智众 原节子 杉村春子 东山千荣子 山村聪 香川京子,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,日本,小津安二郎,136,剧情 家庭,東京物語,192,9.2,野田高梧 小津安二郎,东京物语,https://movie.douban.com/subject/1291568/,48070,1953
汤姆·汉克斯 大卫·摩斯 迈克·克拉克·邓肯 邦尼·亨特 詹姆斯·克伦威尔 迈克尔·杰特 格雷厄姆·格林 道格·休切逊 山姆·洛克威尔 巴里·佩珀 杰弗里·德曼 派翠西娅·克拉克森 哈利·戴恩·斯坦通 戴布思·格里尔 伊芙·布伦特,天使暂时离开。,美国,弗兰克·德拉邦特,189,剧情 悬疑 犯罪 奇幻,The Green Mile,190,8.7,弗兰克·德拉邦特 斯蒂芬·金,绿里奇迹,https://movie.douban.com/subject/1300374/,102054,1999
杰米·福克斯 莱昂纳多·迪卡普里奥 克里斯托弗·沃尔兹 塞缪尔·杰克逊 凯丽·华盛顿 沃尔顿·戈金斯 丹尼斯·克里斯托弗 乔纳·希尔 詹姆斯·瑞马尔 爱波·塔布琳 弗兰科·内罗 罗伯特·卡拉丁 佐伊·贝尔,热血沸腾，那个低俗、性感的无耻混蛋又来了。,,昆汀·塔伦蒂诺,163,剧情 动作 西部 冒险,Django Unchained,191,8.5,昆汀·塔伦蒂诺,被解救的姜戈,https://movie.douban.com/subject/6307447/,249534,2012
凯拉·奈特莉 马克·鲁弗洛 詹姆斯·柯登 海莉·斯坦菲尔德 亚当·莱文 凯瑟琳·基纳 茅斯·达夫 罗伯·莫洛 席洛·格林,爱我就给我看你的播放列表。,,约翰·卡尼,104,喜剧 爱情 音乐,Begin Again,189,8.5,约翰·卡尼,再次出发之纽约遇见你,https://movie.douban.com/subject/6874403/,158606,2013
高山南 佐久间玲 山口胜平 户田惠子 信泽三惠子,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,日本,宫崎骏,103,动画 奇幻 冒险,魔女の宅急便,188,8.4,宫崎骏 角野荣子,魔女宅急便,https://movie.douban.com/subject/1307811/,185347,1989
珍妮特·利 安东尼·博金斯 维拉·迈尔斯 马丁·鲍尔萨姆 约翰·加文,故事的反转与反转，分裂电影的始祖。,美国,阿尔弗雷德·希区柯克,109,悬疑 恐怖,Psycho,187,8.8,约瑟夫·斯蒂凡诺 罗伯特·布洛克,惊魂记,https://movie.douban.com/subject/1293181/,78699,1960
张震 杨静怡 张国柱 王启赞 林鸿铭 金燕玲 王琄 张瀚 姜秀琼 赖梵耘 柯宇纶 谭志刚 冯国强 陈湘琪 金士杰,弱者送给弱者的一刀。,台湾,杨德昌,237,剧情 犯罪,牯嶺街少年殺人事件,186,8.7,杨德昌 赖铭堂 杨顺清 鸿鸿,牯岭街少年杀人事件,https://movie.douban.com/subject/1292329/,101337,1991
马修·麦康纳 詹妮弗·加纳 杰瑞德·莱托 史蒂夫·茨恩 达拉斯·罗伯特斯 凯文·兰金 丹尼斯·欧哈拉 简·麦克尼尔 格里芬·邓恩 詹姆斯·杜蒙特 朱丽叶·里夫斯 斯蒂菲·格罗特 J·D·埃弗摩尔,Jared Leto的腿比女人还美！,美国,让-马克·瓦雷,117,剧情 同性 传记,Dallas Buyers Club,185,8.6,克莱格·鲍登 梅丽莎·沃雷克,达拉斯买家俱乐部,https://movie.douban.com/subject/1793929/,160704,2013
比尔·奈伊 肯尼思·布拉纳 菲利普·塞默·霍夫曼 尼克·弗罗斯特 汤姆·斯图里奇 瑞斯·伊凡斯 瑞斯·达比 克里斯·奥多德 妲露拉·莱莉 凯瑟琳·帕金森 杰克·达文波特,生命不止，摇滚不死。,英国   德国   法国,理查德·柯蒂斯,116,剧情 喜剧 音乐,The Boat That Rocked,184,8.6,理查德·柯蒂斯,海盗电台,https://movie.douban.com/subject/3007773/,161109,2009
张国荣 张曼玉 刘嘉玲 刘德华 张学友 潘迪华 梁朝伟,王家卫是一种风格，张国荣是一个代表。,香港,王家卫,94,剧情 爱情 犯罪,阿飛正傳,183,8.5,王家卫,阿飞正传,https://movie.douban.com/subject/1305690/,172537,1990
马特·达蒙 弗朗卡·波滕特 克里斯·库珀 克里夫·欧文 朱丽娅·斯蒂尔斯 布莱恩·考克斯 阿德沃尔·阿吉纽依-艾格拜吉 加布里埃尔·曼 沃尔顿·戈金斯 约什·汉密尔顿 Orso Maria Guerrini,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,,道格·里曼,119,动作 悬疑 惊悚,The Bourne Identity,182,8.5,托尼·吉尔罗伊 罗伯特·鲁德鲁姆 W. Blake Herron,谍影重重,https://movie.douban.com/subject/1304102/,184700,2002
马特·达蒙 弗朗卡·波滕特 布莱恩·考克斯 朱丽娅·斯蒂尔斯 卡尔·厄本 琼·艾伦 加布里埃尔·曼 马尔顿·索克斯 约翰·贝德福德·劳埃德 伊桑·桑德勒 米歇尔·莫纳汉 卡瑞尔·罗登 托马斯·阿拉纳 奥莎娜·阿金什那 汤姆·加洛普,谁说王家卫镜头很晃？,,保罗·格林格拉斯,108,动作 悬疑 惊悚,The Bourne Supremacy,181,8.5,罗伯特·鲁德鲁姆 托尼·吉尔罗伊,谍影重重2,https://movie.douban.com/subject/1308767/,153089,2004
迈尔斯·特勒 J·K·西蒙斯 保罗·雷瑟 梅莉莎·班诺伊 奥斯汀·斯托维尔 克里斯·马尔基 马科斯·卡锡 杰森·布莱尔 科菲·斯里博伊,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,美国,达米恩·查泽雷,107,剧情 音乐,Whiplash,180,8.6,达米恩·查泽雷,爆裂鼓手,https://movie.douban.com/subject/25773932/,225943,2014
梅利莎·乔治 利亚姆·海姆斯沃斯 迈克尔·多曼 瑞秋·卡帕尼 艾玛·朗 亨利·尼克松 约书亚·麦基弗,不要企图在重复中寻找已经失去的爱。,英国   澳大利亚,克里斯托弗·史密斯,99,剧情 悬疑 惊悚,Triangle,179,8.3,克里斯托弗·史密斯,恐怖游轮,https://movie.douban.com/subject/3011051/,305452,2009
岩男润子 松本梨香 辻亲八,好的剧本是，就算你猜到了结局也猜不到全部。,日本,今敏,81,动画 惊悚 奇幻,Perfect Blue,178,8.8,村井贞之,未麻的部屋,https://movie.douban.com/subject/1395091/,90029,1997
水桥研二 近藤好美  尾上绫华 花村怜美 水野理纱,青春就是放弃和怀念。,,新海诚,63,剧情 爱情 动画,秒速5センチメートル,177,8.3,新海诚,秒速5厘米,https://movie.douban.com/subject/2043546/,282483,2007
达席尔·萨法瑞 阿米尔·汗 塔奈·切赫达 萨谢·英吉尼尔 蒂丝卡·乔普拉 维品·沙尔马 Lalitha Lajmi Girija Oak Ravi Khanvilkar Pratima Kulkarni 梅娜·马里克 Sonali Sachdev Sanjay Dadich Raaj Gopal Iyer Bugs Bhargava Shankar Sachdev M.K. Raina,天使保护事件始末。,,阿米尔·汗,165,剧情 家庭 儿童,Taare Zameen Par,176,8.8,阿莫尔·古普特,地球上的星星,https://movie.douban.com/subject/2363506/,80467,2007
三船敏郎 千秋实 京町子 森雅之 志村乔,人生的N种可能性。,日本,黑泽明,88,剧情 悬疑 犯罪,羅生門,165,8.7,黑泽明 桥本忍 芥川龙之介,罗生门,https://movie.douban.com/subject/1291879/,119271,1950
佩曼·莫阿迪 蕾拉·哈塔米 萨瑞·巴亚特 沙哈布·侯赛尼 萨日娜·法哈蒂 梅里拉·扎雷伊 阿里-阿萨哈·萨哈巴齐 巴巴克·卡里米 吉米娅·侯赛伊妮 希尔·亚齐丹巴克什 萨哈巴努·佐哈多,只有有信仰的人才能说出事实真相。,伊朗   法国,阿斯哈·法哈蒂,123,剧情 家庭,جدایی نادر از سیمین,164,8.7,阿斯哈·法哈蒂,一次别离,https://movie.douban.com/subject/5964718/,127707,2011
桑德拉·布洛克 唐·钱德尔 马特·狄龙 布兰登·费舍 泰伦斯·霍华德 坦迪·牛顿 卢达克里斯 迈克尔·佩纳 珍妮弗·艾斯波西多 瑞恩·菲利普,天使与魔鬼的冲撞。,,保罗·哈吉斯,112,剧情 犯罪,Crash,163,8.6,保罗·哈吉斯 罗伯特·莫里斯克,撞车,https://movie.douban.com/subject/1388216/,169395,2004
凯特·温丝莱特 拉尔夫·费因斯 大卫·克劳斯 詹妮特·海因 苏珊娜·洛塔尔 Alissa Wilms 弗罗里安·巴西奥罗麦 弗里德里克·贝得勒支 马蒂亚斯·哈比希 Frieder Venus Marie-Anne Fliegel Hendrik Arnst Rainer Sellien 托尔斯滕·米凯利斯 Moritz Grove,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,美国   德国,史蒂芬·戴德利,124,剧情 爱情,The Reader,162,8.5,戴维·黑尔 本哈德·施林克,朗读者,https://movie.douban.com/subject/2213597/,271140,2008
达里奥·格兰迪内蒂 玛丽娅·玛努尔 莫妮卡·比利亚 丽塔·科尔泰塞 胡丽叶塔·泽尔贝伯格 凯撒·博尔东 莱昂纳多·斯巴拉格利亚 沃尔特·多纳多 里卡多·达林 南希·杜普拉 奥斯卡·马丁内兹 玛莉亚·奥内托 奥斯马·努涅斯 赫尔曼·德·席尔瓦 艾丽卡·里瓦斯 地亚哥·詹蒂莱 玛格丽塔·莫菲诺,始于荒诞，止于更荒诞。,阿根廷   西班牙,达米安·斯兹弗隆,122,剧情 喜剧 犯罪,Relatos salvajes,161,8.7,达米安·斯兹弗隆,荒蛮故事,https://movie.douban.com/subject/24750126/,126040,2014
杰里米·西奥伯德 亚历克斯·霍 露西·拉塞尔 约翰·诺兰 Dick Bradsell Gillian El-Kadi 詹妮弗·安格 Nicolas Carlotti Darren Ormandy 盖·格林威 Tassos Stevens Tristan Martin 瑞贝卡·詹姆斯 保罗·曼森 David Bovill,诺兰的牛逼来源于内心散发出的恐惧。,英国,克里斯托弗·诺兰,70,悬疑 惊悚 犯罪,Following,160,8.9,克里斯托弗·诺兰,追随,https://movie.douban.com/subject/1397546/,78662,1998
卡西·阿弗莱克 卢卡斯·赫奇斯 米歇尔·威廉姆斯 C·J·威尔逊 凯尔·钱德勒 卡拉·海沃德 格瑞辰·摩尔 泰特·多诺万 埃里卡·麦克德莫特 希瑟·伯恩斯 蜜西·雅格 斯蒂芬·亨德森 约什·汉密尔顿 卡罗琳·皮克曼 肖恩·菲茨吉本 肯尼思·洛纳根 利亚姆·麦克尼尔 马修·布罗德里克,我们都有权利不与自己的过去和解。,,肯尼思·洛纳根,137,剧情 家庭,Manchester by the Sea,159,8.6,肯尼思·洛纳根,海边的曼彻斯特,https://movie.douban.com/subject/25980443/,153362,2016
雷·罗马诺 约翰·雷吉扎莫 丹尼斯·利瑞 杰克·布莱克,松鼠才是角儿。,美国,卡洛斯·萨尔达尼亚 克里斯·韦奇,81,喜剧 动画 冒险,Ice Age,158,8.4,迈克尔·伯格  迈克尔·J·威尔森 彼得·阿克曼,冰川时代,https://movie.douban.com/subject/1291578/,260984,2002
本·卫肖 艾伦·瑞克曼 蕾切儿·哈伍德 达斯汀·霍夫曼 大卫·卡尔德 比吉特·米尼希迈尔 Carlos Gramaje 西恩·托马斯 佩里·米尔沃德 山姆·道格拉斯 卡罗莉内·赫尔富特 Carolina Vera Squella 莎拉·弗里斯蒂 科琳娜·哈弗奇 杰西卡·施瓦茨 杰罗姆·威利斯,一个单凭体香达到高潮的男人。,,汤姆·提克威,147,剧情 犯罪 奇幻,Perfume: The Story of a Murderer,157,8.4,安德鲁·伯金 贝尔恩德·艾辛格 汤姆·提克威,香水,https://movie.douban.com/subject/1760622/,267085,2006
亨利·托马斯 迪·沃伦斯 罗伯特·麦克纳夫顿 德鲁·巴里摩尔 彼德·考约特,生病的E.T.皮肤的颜色就像柿子饼。,美国,史蒂文·斯皮尔伯格,115,剧情 科幻,外星人 E.T.: The Extra-Terrestrial,207,8.5,梅丽莎·马西森,E.T.,https://movie.douban.com/subject/1294638/,146065,1982
拉尔夫·费因斯 克里斯汀·斯科特·托马斯 朱丽叶·比诺什 威廉·达福 科林·费尔斯 纳威恩·安德利维斯,"In memory, love lives forever...",美国   英国,安东尼·明格拉,162,剧情 爱情 战争,The English Patient,206,8.4,迈克尔·翁达杰 安东尼·明格拉,英国病人,https://movie.douban.com/subject/1291853/,168504,1996
杰克·吉伦哈尔 维拉·法米加 米歇尔·莫纳汉 杰弗里·怀特 拉塞尔·皮特斯 詹姆斯·A·伍兹 迈克尔·阿登 乔·柯布登  卡斯·安瓦尔,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,美国   加拿大,邓肯·琼斯,93,剧情 动作 科幻 惊悚 犯罪,Source Code,205,8.3,本·雷普利,源代码,https://movie.douban.com/subject/3075287/,392739,2011
约翰·特拉沃尔塔 尼古拉斯·凯奇 琼·艾伦 亚历桑德罗·尼沃拉 吉娜·格申 多米尼克·斯万 尼克·卡萨维茨 哈威·普雷斯内尔 科鲁姆·费奥瑞 约翰·卡洛·林奇 希·庞德 罗伯特·维斯多姆 赵牡丹 詹姆斯·丹顿 马特·罗斯 克里斯·鲍尔 迈尔斯·杰弗里 大卫·麦克库利 托马斯·简 汤米·弗拉纳根 达纳·史密斯 罗密·温莎 保罗•希普 柯克·鲍兹 劳伦·辛克莱尔 本·里德 丽莎·博伊尔 琳达·霍夫曼 丹尼·马斯特森 迈克尔·罗查 麦克·韦柏 梅根·保罗 诺姆·卡普顿,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,美国,吴宇森,138,动作 科幻 惊悚 犯罪,Face/Off,204,8.4,麦克·韦柏 迈克尔·科拉里,变脸,https://movie.douban.com/subject/1292659/,205885,1997
三上博史 恰拉 伊藤步 江口洋介 许志安 渡部笃郎 山口智子 大塚宁宁 桃井薰 浅野忠信,现实与童话交相辉映的旅程。,日本,岩井俊二,146,剧情 犯罪,スワロウテイル,203,8.6,岩井俊二,燕尾蝶,https://movie.douban.com/subject/1307793/,104934,1996
大卫·李·史密斯 托尼·托德 约翰·比灵斯列 安妮卡·彼得森 阿丽西丝·索普 威廉姆·卡特 理查德·雷西尔 艾伦·克劳福德 Steven Littles Robbie Bryan,科幻真正的魅力不是视觉效果能取代的。 ,美国,理查德·沙因克曼,87,剧情 科幻,The Man from Earth,202,8.5,杰罗姆·比克斯比,这个男人来自地球,https://movie.douban.com/subject/2300586/,169884,2007
凯文·史派西 凯特·温丝莱特 劳拉·琳妮 加布里埃尔·曼 梅丽莎·麦卡西 罗娜·迈特拉,捍卫人权只是信仰，一点不妨碍其行为的残忍。,美国   德国   英国,艾伦·帕克,130,剧情 悬疑 犯罪,The Life of David Gale,225,8.7,查尔斯·伦道夫,大卫·戈尔的一生,https://movie.douban.com/subject/1305725/,85517,2003
简·林奇 约翰·C·赖利 萨拉·西尔弗曼 杰克·麦克布瑞尔 斯戴芬妮·斯考特 贾米·埃曼 艾伦·图代克,迪士尼和皮克斯拿错剧本的产物。,,瑞奇·摩尔,101,喜剧 动画 冒险,Wreck-It Ralph,224,8.6,珍妮弗·李 菲尔·约翰斯顿 瑞奇·摩尔 吉姆·里尔顿 约翰·C·赖利 Sam J. Levine Jared Stern,无敌破坏王,https://movie.douban.com/subject/6534248/,176939,2012
金艺芬 俞承豪 童孝熙 闵京勋 任恩敬,献给所有外婆的电影。,,李廷香,80,剧情 家庭,집으로...,223,9.0,李廷香,爱·回家,https://movie.douban.com/subject/1299361/,45351,2002
陈柏霖 桂纶镁 梁又琳 仇政 明金成 林贤能 黄江丰 是元介 姚元浩 游智炜 翁桂邦 夏绍虞 陈梦萱 1976 (乐团),青春的窃窃私语。 ,,易智言,85,剧情 爱情 同性,藍色大門,222,8.3,易智言,蓝色大门,https://movie.douban.com/subject/1308575/,264664,2002
本尼迪克特·康伯巴奇 凯拉·奈特莉 马修·古迪 罗里·金奈尔 艾伦·里奇 马修·比尔德 查尔斯·丹斯 马克·斯特朗 詹姆斯·诺斯科特 汤姆·古德曼-希尔 史蒂芬·威丁顿 伊兰·古德曼 杰克·塔尔登 埃里克斯·劳瑟 杰克·巴农,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,英国   美国,莫滕·泰杜姆,114,剧情 同性 传记 战争,The Imitation Game,221,8.5,格拉汉姆·摩尔 安德鲁·霍奇斯,模仿游戏,https://movie.douban.com/subject/10463953/,240774,2014
Marius Weyers Sandra Prinsloo 历苏 Louw Verwey Michael Thys,纯净原始的笑与感动。,博茨瓦纳   南非,加美·尤伊斯,109,喜剧,The Gods Must Be Crazy,220,8.6,加美·尤伊斯,上帝也疯狂,https://movie.douban.com/subject/1297478/,92226,1980
汤姆·哈迪 乔尔·埃哲顿 尼克·诺特 詹妮弗·莫里森 弗兰克·格里罗 凯文·杜恩,热血沸腾，相当完美的娱乐拳击大餐。,,加文·欧康诺,140,剧情 家庭 运动,Warrior,219,8.9,加文·欧康诺 Anthony Tambakis,勇士,https://movie.douban.com/subject/3217169/,84203,2011
平采娜·乐维瑟派布恩 马里奥·毛瑞尔 苏达拉·布查蓬 雅尼卡·桑普蕾舞 诺特·阿查拉那·阿瑞亚卫考 皮拉瓦特·赫拉巴特 普特鹏·普罗萨卡·那·萨克那卡林 华森·波克彭,黑小鸭速效美白记。,泰国,普特鹏·普罗萨卡·那·萨克那卡林 华森·波克彭,118,剧情 喜剧 爱情,สิ่งเล็กเล็กที่เรียกว่า...รัก,218,8.3,普特鹏·普罗萨卡·那·萨克那卡林,初恋这件小事,https://movie.douban.com/subject/4739952/,437963,2010
史蒂芬·鲍德温 加布里埃尔·伯恩 本尼西奥·德尔·托罗 凯文·波拉克 凯文·史派西 查兹·帕尔明特瑞 皮特·波斯尔思韦特 苏茜·爱米斯 吉安卡罗·埃斯波西托 丹·哈达亚 保罗·巴特尔 卡尔·布瑞斯勒 菲力浦·西蒙 杰克·希勒 克里斯汀·艾斯布鲁克,我不信仰上帝，但我敬畏上帝。,德国   美国,布莱恩·辛格,106,剧情 悬疑 惊悚 犯罪,The Usual Suspects,217,8.6,克里斯托弗·麦奎里,非常嫌疑犯,https://movie.douban.com/subject/1292214/,110976,1995
布拉德·皮特 梅拉尼·罗兰 克里斯托弗·沃尔兹 伊莱·罗斯 迈克尔·法斯宾德 黛安·克鲁格 丹尼尔·布鲁尔 蒂尔·施威格 哥德昂·布克哈德 雅基·伊多 B·J·诺瓦克 奥玛·杜姆 奥古斯特·迪尔 德尼·梅诺谢 西尔维斯特·格罗特 蕾雅·赛杜,昆汀同学越来越变态了，比北野武还杜琪峰。,美国   德国,昆汀·塔伦蒂诺,153,剧情 犯罪,Inglourious Basterds,216,8.4,昆汀·塔伦蒂诺,无耻混蛋,https://movie.douban.com/subject/1438652/,214210,2009
阿部宽 夏川结衣 江原由希子 高桥和也 田中祥平 野本萤 林凌雅 寺岛进 加藤治子 树木希林 原田芳雄,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,日本,是枝裕和,115,剧情 家庭,歩いても 歩いても,248,8.8,是枝裕和,步履不停,https://movie.douban.com/subject/2222996/,60501,2008
